Nome: JOAO PINHEIRO
Codigo Estacao: 83481
Latitude: -17.74027777
Longitude: -46.17694443
Altitude: 759.62
Situacao: Desativada
Data Inicial: 2009-01-01
Data Final: 2018-01-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2017-03-16;11.9;null;0;null;null;20.9;null;43;1.6;
2017-03-17;12;null;0;null;null;21.7;null;49;1;
2017-03-18;1.9;null;0;null;null;22.9;null;46;1.8;
2017-03-19;10.2;null;49.6;null;null;20.5;null;69;1.8;
2017-03-20;6.5;null;0;null;null;20.7;null;68;1;
2017-03-21;10.2;null;4.6;null;null;21.1;null;50;1.8;
2017-03-22;8.4;null;0;null;null;21.1;null;56;1.6;
2017-03-23;7.9;null;0;null;null;21.1;null;47;2.1;
2017-03-24;10.6;null;0;null;null;20.4;null;52;2.1;
2017-03-25;10.8;null;0;null;null;20.7;null;44;.5;
2017-03-26;10.3;null;0;null;null;22.7;null;44;.8;
2017-03-27;11.2;null;0;null;null;21.7;null;80;3.1;
2017-03-28;9.3;null;2.2;null;null;22.5;null;57;1.6;
2017-03-29;7;null;3;null;null;19.1;null;57;2.1;
2017-03-30;6;null;0;null;null;18.7;null;52;1.5;
2017-03-31;8.1;null;0;null;null;18.9;null;55;1.3;
2017-04-01;7.9;null;1.6;null;null;18.7;null;54;1.6;
2017-04-02;7;null;0;null;null;18.5;null;49;1.6;
2017-04-03;7.2;null;0;null;null;18.7;null;48;1.8;
2017-04-04;9.9;null;0;null;null;19.7;null;42;2.6;
2017-04-05;10.8;null;0;null;null;20.1;null;38;1.8;
2017-04-06;9.1;null;0;null;null;20.1;null;34;1.6;
2017-04-07;10.6;null;0;null;null;21.7;null;44;1.8;
2017-04-08;10.1;null;0;null;null;21.7;null;42;2.9;
2017-04-09;9.8;null;0;null;null;21.5;null;42;1.8;
2017-04-10;10.7;null;0;null;null;20.3;null;45;1.8;
2017-04-11;10.4;null;0;null;null;21.7;null;45;1.1;
2017-04-12;10.1;null;0;null;null;22.7;null;51;2.4;
2017-04-13;10.8;null;0;null;null;22.5;null;70;2.6;
2017-04-14;5.5;null;8.4;null;null;20.1;null;51;1.6;
2017-04-15;7.4;null;0;null;null;20.5;null;48;1.6;
2017-04-16;9.2;null;0;null;null;20.7;null;49;1;
2017-04-17;8.1;null;0;null;null;20.7;null;37;.8;
2017-04-18;8.2;null;0;null;null;22.5;null;39;1.1;
2017-04-19;8.6;null;0;null;null;21.3;null;52;1.3;
2017-04-20;8.1;null;0;null;null;20.1;null;53;1.6;
2017-04-21;8.2;null;0;null;null;18.7;null;49;2.4;
2017-04-22;7.6;null;0;null;null;20.7;null;59;1.8;
2017-04-23;7.5;null;0;null;null;20.7;null;54;.8;
2017-04-24;7.2;null;0;null;null;20.5;null;45;1.6;
2017-04-25;8.8;null;0;null;null;20.1;null;44;.5;
2017-04-26;8.1;null;0;null;null;20.5;null;45;1.1;
2017-04-27;9.4;null;0;null;null;21.7;null;42;1.3;
2017-04-28;7.2;null;8.8;null;null;20.7;null;77;3.4;
2017-04-29;3.7;null;0;null;null;20.5;null;54;1.5;
2017-04-30;4.8;null;0;null;null;19.9;null;50;2.1;
2017-05-01;7.4;null;0;null;null;17.9;null;60;2.9;
2017-05-02;7.2;null;0;null;null;18.1;null;51;2.6;
2017-05-03;7.3;null;1.2;null;null;18.3;null;51;1.6;
2017-05-04;8.6;null;0;null;null;17.7;null;50;2.3;
2017-05-05;8.8;null;0;null;null;18.7;null;46;1.1;
2017-05-06;8.7;null;0;null;null;19.7;null;51;1.8;
2017-05-07;11.2;null;0;null;null;19.7;null;47;1;
2017-05-08;10.1;null;0;null;null;19.9;null;49;1.8;
2017-05-09;10.8;null;0;null;null;20.1;null;40;1.8;
2017-05-10;11.7;null;0;null;null;20.1;null;38;2.1;
2017-05-11;13;null;0;null;null;20.1;null;37;2.1;
2017-05-12;12.5;null;0;null;null;18.7;null;37;1.8;
2017-05-13;12.8;null;0;null;null;17.3;null;36;2.3;
2017-05-14;null;null;null;null;null;null;null;null;null;
2017-05-15;null;null;0;null;null;17.9;null;62;1.8;
2017-05-16;5.5;null;17.6;null;null;18.7;null;66;1.3;
2017-05-17;4.2;null;0;null;null;20.1;null;56;1.3;
2017-05-18;7;null;37.2;null;null;18.9;null;62;1.8;
2017-05-19;null;null;null;null;null;null;null;null;null;
2017-05-20;null;null;null;null;null;null;null;null;null;
2017-05-21;null;null;null;null;null;null;null;null;null;
2017-05-22;null;null;null;null;null;18.7;null;78;1.8;
2017-05-23;null;null;0;null;null;19.7;null;62;1.6;
2017-05-24;6.4;null;0;null;null;20.3;null;55;1.8;
2017-05-25;6.4;null;0;null;null;18.7;null;51;1.6;
2017-05-26;7.2;null;0;null;null;18.7;null;53;1.3;
2017-05-27;7.1;null;0;null;null;18.3;null;49;1.8;
2017-05-28;null;null;null;null;null;null;null;null;null;
2017-05-29;null;null;0;null;null;16.7;null;47;1.3;
2017-05-30;8.5;null;0;null;null;16.5;null;44;1.3;
2017-05-31;9.8;null;0;null;null;17.7;null;41;1.8;
2017-06-01;9.2;null;0;null;null;20.5;null;44;2.1;
2017-06-02;8.3;null;2.2;null;null;17.7;null;50;2.1;
2017-06-03;8.2;null;0;null;null;19.1;null;52;1.6;
2017-06-04;9.4;null;0;null;null;19.5;null;47;1;
2017-06-05;7.3;null;0;null;null;19.1;null;49;.8;
2017-06-06;8.2;null;0;null;null;18.3;null;43;1.8;
2017-06-07;9.6;null;0;null;null;18.1;null;43;1.6;
2017-06-08;10.7;null;0;null;null;18.1;null;36;1.5;
2017-06-09;10.8;null;0;null;null;18.3;null;41;1.3;
2017-06-10;8.1;null;0;null;null;17.1;null;43;2.6;
2017-06-11;7.9;null;0;null;null;16.7;null;41;1;
2017-06-12;8.1;null;0;null;null;17.1;null;39;1.8;
2017-06-13;7.5;null;0;null;null;17.5;null;44;1.5;
2017-06-14;8;null;0;null;null;17.5;null;45;1.8;
2017-06-15;9.2;null;0;null;null;18.7;null;48;1.8;
2017-06-16;8.7;null;0;null;null;16.7;null;46;1.8;
2017-06-17;8.6;null;0;null;null;16.7;null;39;1.6;
2017-06-18;null;null;null;null;null;null;null;null;null;
2017-06-19;null;null;0;null;null;16.7;null;36;1.8;
2017-06-20;12.7;null;0;null;null;17.5;null;34;1.5;
2017-06-21;12.8;null;0;null;null;17.7;null;36;2.1;
2017-06-22;11.5;null;0;null;null;16.3;null;48;3.1;
2017-06-23;8;null;0;null;null;15.9;null;50;3.4;
2017-06-24;8.5;null;0;null;null;18.5;null;42;2.1;
2017-06-25;11;null;0;null;null;15.1;null;46;3.1;
2017-06-26;8.7;null;0;null;null;15.1;null;46;3.1;
2017-06-27;8.4;null;0;null;null;14.3;null;45;1.6;
2017-06-28;10;null;0;null;null;14.1;null;42;1.8;
2017-06-29;8.1;null;0;null;null;14.5;null;41;2.3;
2017-06-30;10.6;null;0;null;null;14.1;null;42;1.3;
2017-07-01;10.3;null;0;null;null;15.7;null;42;1.8;
2017-07-02;9.8;null;0;null;null;16.7;null;33;1.3;
2017-07-03;11.5;null;0;null;null;13.7;null;46;1.5;
2017-07-04;0;null;0;null;null;11.2;null;40;3.1;
2017-07-05;13.1;null;0;null;null;12.3;null;42;3.4;
2017-07-06;null;null;null;null;null;null;null;null;null;
2017-07-07;null;null;null;null;null;null;null;null;null;
2017-07-08;null;null;null;null;null;null;null;null;null;
2017-07-09;null;null;null;null;null;null;null;null;null;
2017-07-10;null;null;0;null;null;12.5;null;50;1.5;
2017-07-11;7.9;null;0;null;null;14.7;null;38;1;
2017-07-12;9.6;null;0;null;null;15.7;null;54;1.3;
2017-07-13;9.8;null;0;null;null;15.7;null;50;1.8;
2017-07-14;10.3;null;0;null;null;14.5;null;34;2.3;
2017-07-15;10.2;null;0;null;null;14.9;null;45;2.8;
2017-07-16;null;null;null;null;null;null;null;null;null;
2017-07-17;null;null;0;null;null;15.5;null;38;2.1;
2017-07-18;10.9;null;0;null;null;14.9;null;37;1.3;
2017-07-19;9.4;null;0;null;null;15.7;null;41;1.8;
2017-07-20;10.5;null;0;null;null;16.1;null;42;1.8;
2017-07-21;10.2;null;0;null;null;16.3;null;31;1.3;
2017-07-22;11.5;null;0;null;null;15.7;null;33;1.6;
2017-07-23;null;null;null;null;null;null;null;null;null;
2017-07-24;null;null;0;null;null;15.1;null;40;3.4;
2017-07-25;12;null;0;null;null;15.7;null;39;2.5;
2017-07-26;10;null;0;null;null;13.1;null;36;2.9;
2017-07-27;9.3;null;0;null;null;12.5;null;36;3.1;
2017-07-28;11.2;null;0;null;null;12.7;null;42;2.4;
2017-07-29;10.5;null;0;null;null;13.7;null;43;1.5;
2017-07-30;null;null;null;null;null;null;null;null;null;
2017-07-31;null;null;0;null;null;12.9;null;39;2.9;
2017-08-01;11.7;null;0;null;null;15.7;null;35;1.8;
2017-08-02;12.6;null;0;null;null;16.7;null;33;1.8;
2017-08-03;11.7;null;0;null;null;16.7;null;27;1.8;
2017-08-04;12;null;0;null;null;17.7;null;33;1.8;
2017-08-05;12.5;null;0;null;null;15.1;null;36;2.1;
2017-08-06;13;null;0;null;null;16.5;null;38;1;
2017-08-07;10.3;null;0;null;null;15.1;null;44;2.1;
2017-08-08;10.2;null;0;null;null;16.1;null;41;.8;
2017-08-09;11.1;null;0;null;null;18.1;null;33;1.6;
2017-08-10;11.4;null;0;null;null;20.7;null;27;1.3;
2017-08-11;14.5;null;0;null;null;20.7;null;27;1.6;
2017-08-12;15.3;null;0;null;null;16.7;null;34;2.1;
2017-08-13;12.5;null;0;null;null;17.7;null;34;2.1;
2017-08-14;13.4;null;0;null;null;17.7;null;28;1.3;
2017-08-15;13.3;null;0;null;null;17.1;null;34;1;
2017-08-16;13.2;null;0;null;null;16.7;null;36;1.8;
2017-08-17;13.5;null;0;null;null;18.7;null;30;1.8;
2017-08-18;13.8;null;0;null;null;18.7;null;32;.8;
2017-08-19;13.5;null;0;null;null;16.7;null;33;1.8;
2017-08-20;13.8;null;0;null;null;17.7;null;33;2.9;
2017-08-21;13.3;null;0;null;null;18.7;null;41;.8;
2017-08-22;13.8;null;0;null;null;17.1;null;45;2.9;
2017-08-23;10.1;null;0;null;null;15.9;null;44;3.1;
2017-08-24;9.4;null;0;null;null;16.1;null;53;2.1;
2017-08-25;9.3;null;0;null;null;15.1;null;34;2.3;
2017-08-26;10.4;null;0;null;null;15.3;null;31;1.3;
2017-08-27;10.8;null;0;null;null;17.1;null;28;1.3;
2017-08-28;12.3;null;0;null;null;17.7;null;28;.8;
2017-08-29;13.7;null;0;null;null;17.9;null;30;1;
2017-08-30;15.2;null;0;null;null;18.7;null;29;1;
2017-08-31;16.3;null;0;null;null;20.3;null;21;.8;
2017-09-01;6.5;null;0;null;null;20.1;null;32;2.6;
2017-09-02;13.5;null;0;null;null;17.1;null;34;2.3;
2017-09-03;null;null;null;null;null;null;null;null;null;
2017-09-04;null;null;0;null;null;17.3;null;23;2.6;
2017-09-05;15.5;null;0;null;null;17.5;null;31;2.9;
2017-09-06;14.1;null;0;null;null;18.7;null;27;2.3;
2017-09-07;15.8;null;0;null;null;19.7;null;22;2.6;
2017-09-08;16;null;0;null;null;18.1;null;23;1;
2017-09-09;16.3;null;0;null;null;16.7;null;28;1.3;
2017-09-10;null;null;null;null;null;null;null;null;null;
2017-09-11;null;null;0;null;null;18.5;null;34;1.5;
2017-09-12;13.5;null;0;null;null;17.7;null;37;1.3;
2017-09-13;14.4;null;0;null;null;18.1;null;31;1.3;
2017-09-14;14.1;null;0;null;null;17.3;null;30;2.3;
2017-09-15;null;null;null;null;null;null;null;null;null;
2017-09-16;null;null;null;null;null;null;null;null;null;
2017-09-17;null;null;null;null;null;null;null;null;null;
2017-09-18;null;null;0;null;null;17.7;null;32;1.6;
2017-09-19;14.1;null;0;null;null;17.3;null;23;2.1;
2017-09-20;14.5;null;0;null;null;17.7;null;35;1;
2017-09-21;14.3;null;0;null;null;16.9;null;41;2.3;
2017-09-22;14.5;null;0;null;null;16.9;null;39;1.5;
2017-09-23;14.5;null;0;null;null;17.5;null;38;2.1;
2017-09-24;null;null;null;null;null;null;null;null;null;
2017-09-25;null;null;0;null;null;17.5;null;36;1.3;
2017-09-26;14.5;null;0;null;null;17.1;null;34;1.8;
2017-09-27;13.3;null;0;null;null;17.1;null;63;2.6;
2017-09-28;6.8;null;0;null;null;18.1;null;33;2.1;
2017-09-29;14.1;null;0;null;null;18.1;null;36;2.1;
2017-09-30;12.1;null;4.2;null;null;18.1;null;61;2.4;
2017-10-01;null;null;null;null;null;null;null;null;null;
2017-10-02;null;null;0;null;null;18.1;null;40;2.6;
2017-10-03;null;null;16;null;null;16.5;null;85;2.6;
2017-10-04;null;null;null;null;null;null;null;null;null;
2017-10-05;null;null;null;null;null;null;null;null;null;
2017-10-06;null;null;null;null;null;null;null;null;null;
2017-10-07;null;null;null;null;null;null;null;null;null;
2017-10-08;null;null;null;null;null;null;null;null;null;
2017-10-09;null;null;null;null;null;null;null;null;null;
2017-10-10;null;null;null;null;null;null;null;null;null;
2017-10-11;null;null;null;null;null;null;null;null;null;
2017-10-12;null;null;null;null;null;null;null;null;null;
2017-10-13;null;null;null;null;null;null;null;null;null;
2017-10-14;null;null;null;null;null;null;null;null;null;
2017-10-15;null;null;null;null;null;null;null;null;null;
2017-10-16;null;null;null;null;null;null;null;null;null;
2017-10-17;null;null;null;null;null;null;null;null;null;
2017-10-18;null;null;null;null;null;null;null;null;null;
2017-10-19;null;null;null;null;null;null;null;null;null;
2017-10-20;null;null;null;null;null;null;null;null;null;
2017-10-21;null;null;null;null;null;null;null;null;null;
2017-10-22;null;null;null;null;null;null;null;null;null;
2017-10-23;null;null;null;null;null;null;null;null;null;
2017-10-24;null;null;null;null;null;null;null;null;null;
2017-10-25;null;null;null;null;null;null;null;null;null;
2017-10-26;null;null;null;null;null;null;null;null;null;
2017-10-27;null;null;null;null;null;null;null;null;null;
2017-10-28;null;null;null;null;null;null;null;null;null;
2017-10-29;null;null;null;null;null;null;null;null;null;
2017-10-30;null;null;null;null;null;null;null;null;null;
2017-10-31;null;null;null;null;null;null;null;null;null;
2017-11-01;null;null;null;null;null;null;null;null;null;
2017-11-02;null;null;null;null;null;null;null;null;null;
2017-11-03;null;null;null;null;null;null;null;null;null;
2017-11-04;null;null;null;null;null;null;null;null;null;
2017-11-05;null;null;null;null;null;null;null;null;null;
2017-11-06;null;null;null;null;null;null;null;null;null;
2017-11-07;null;null;null;null;null;null;null;null;null;
2017-11-08;null;null;null;null;null;null;null;null;null;
2017-11-09;null;null;null;null;null;null;null;null;null;
2017-11-10;null;null;null;null;null;null;null;null;null;
2017-11-11;null;null;null;null;null;null;null;null;null;
2017-11-12;null;null;null;null;null;null;null;null;null;
2017-11-13;null;null;null;null;null;null;null;null;null;
2017-11-14;null;null;null;null;null;null;null;null;null;
2017-11-15;null;null;null;null;null;null;null;null;null;
2017-11-16;null;null;null;null;null;null;null;null;null;
2017-11-17;null;null;null;null;null;null;null;null;null;
2017-11-18;null;null;null;null;null;null;null;null;null;
2017-11-19;null;null;null;null;null;null;null;null;null;
2017-11-20;null;null;null;null;null;null;null;null;null;
2017-11-21;null;null;null;null;null;null;null;null;null;
2017-11-22;null;null;null;null;null;null;null;null;null;
2017-11-23;null;null;null;null;null;null;null;null;null;
2017-11-24;null;null;null;null;null;null;null;null;null;
2017-11-25;null;null;null;null;null;null;null;null;null;
2017-11-26;null;null;null;null;null;null;null;null;null;
2017-11-27;null;null;null;null;null;null;null;null;null;
2017-11-28;null;null;null;null;null;null;null;null;null;
2017-11-29;null;null;null;null;null;null;null;null;null;
2017-11-30;null;null;null;null;null;null;null;null;null;
2017-12-01;null;null;null;null;null;null;null;null;null;
2017-12-02;null;null;null;null;null;null;null;null;null;
2017-12-03;null;null;null;null;null;null;null;null;null;
2017-12-04;null;null;null;null;null;null;null;null;null;
2017-12-05;null;null;null;null;null;null;null;null;null;
2017-12-06;null;null;null;null;null;null;null;null;null;
2017-12-07;null;null;null;null;null;null;null;null;null;
2017-12-08;null;null;null;null;null;null;null;null;null;
2017-12-09;null;null;null;null;null;null;null;null;null;
2017-12-10;null;null;null;null;null;null;null;null;null;
2017-12-11;null;null;null;null;null;null;null;null;null;
2017-12-12;null;null;null;null;null;null;null;null;null;
2017-12-13;null;null;null;null;null;null;null;null;null;
2017-12-14;null;null;null;null;null;null;null;null;null;
2017-12-15;null;null;null;null;null;null;null;null;null;
2017-12-16;null;null;null;null;null;null;null;null;null;
2017-12-17;null;null;null;null;null;null;null;null;null;
2017-12-18;null;null;null;null;null;null;null;null;null;
2017-12-19;null;null;null;null;null;null;null;null;null;
2017-12-20;null;null;null;null;null;null;null;null;null;
2017-12-21;null;null;null;null;null;null;null;null;null;
2017-12-22;null;null;null;null;null;null;null;null;null;
2017-12-23;null;null;null;null;null;null;null;null;null;
2017-12-24;null;null;null;null;null;null;null;null;null;
2017-12-25;null;null;null;null;null;null;null;null;null;
2017-12-26;null;null;null;null;null;null;null;null;null;
2017-12-27;null;null;null;null;null;null;null;null;null;
2017-12-28;null;null;null;null;null;null;null;null;null;
2017-12-29;null;null;null;null;null;null;null;null;null;
2017-12-30;null;null;null;null;null;null;null;null;null;
2017-12-31;null;null;null;null;null;null;null;null;null;
2018-01-01;null;null;null;null;null;null;null;null;null;
2018-01-02;null;null;null;null;null;null;null;null;null;
2018-01-03;null;null;null;null;null;null;null;null;null;
2018-01-04;null;null;null;null;null;null;null;null;null;
2018-01-05;null;null;null;null;null;null;null;null;null;
2018-01-06;null;null;null;null;null;null;null;null;null;
2018-01-07;null;null;null;null;null;null;null;null;null;
2018-01-08;null;null;null;null;null;null;null;null;null;
2018-01-09;null;null;null;null;null;null;null;null;null;
2018-01-10;null;null;null;null;null;null;null;null;null;
2018-01-11;null;null;null;null;null;null;null;null;null;
2018-01-12;null;null;null;null;null;null;null;null;null;
2018-01-13;null;null;null;null;null;null;null;null;null;
2018-01-14;null;null;null;null;null;null;null;null;null;
2018-01-15;null;null;null;null;null;null;null;null;null;
2018-01-16;null;null;null;null;null;null;null;null;null;
2018-01-17;null;null;null;null;null;null;null;null;null;
2018-01-18;null;null;null;null;null;null;null;null;null;
2018-01-19;null;null;null;null;null;null;null;null;null;
2018-01-20;null;null;null;null;null;null;null;null;null;
2018-01-21;null;null;null;null;null;null;null;null;null;
2018-01-22;null;null;null;null;null;null;null;null;null;
2018-01-23;null;null;null;null;null;null;null;null;null;
2018-01-24;null;null;null;null;null;null;null;null;null;
2018-01-25;null;null;null;null;null;null;null;null;null;
2018-01-26;null;null;null;null;null;null;null;null;null;
2018-01-27;null;null;null;null;null;null;null;null;null;
2018-01-28;null;null;null;null;null;null;null;null;null;
2018-01-29;null;null;null;null;null;null;null;null;null;
2018-01-30;null;null;null;null;null;null;null;null;null;
2018-01-31;null;null;null;null;null;null;null;null;null;

